t,mmsi,lon,lat,speed,course
01/03/2011 00:00:03,245820000.0,11.9672,54.18965,10.4,77.3
01/03/2011 00:00:03,219009537.0,8.22476,56.702657,0.0,332.7
01/03/2011 00:00:03,265276000.0,14.853455,54.483773,10.7,303.1
01/03/2011 00:00:03,219188000.0,8.628523,57.535777,2.8,263.7
01/03/2011 00:00:03,992191521.0,4.179298,56.1784,0,0
01/03/2011 00:00:03,257438000.0,4.749515,55.717038,0.2,13.2
01/03/2011 00:00:03,992191022.0,10.998067,55.129242,0,0
01/03/2011 00:00:03,220323000.0,10.585282,57.717315,0.0,353.0
01/03/2011 00:00:03,209392000.0,8.570862,55.086308,0.1,302.0
01/03/2011 00:00:03,266039000.0,11.137372,56.099603,17.6,208.0
01/03/2011 00:00:03,375752000.0,14.806607,55.443812,7.9,261.0
01/03/2011 00:00:03,265410000.0,11.605827,57.608012,17.2,253.7
01/03/2011 00:00:03,538002019.0,11.787498,56.415115,11.0,127.0
01/03/2011 00:00:03,219000603.0,8.439717,55.460783,0.0,271.0
01/03/2011 00:00:03,219006301.0,10.58638,57.718063,0.0,320.6
01/03/2011 00:00:03,220272000.0,9.755762,55.559417,0.0,311.9
01/03/2011 00:00:03,218465000.0,8.575257,54.693272,0.0,0.1
01/03/2011 00:00:03,257462000.0,181.0,91.0,0,0
01/03/2011 00:00:03,992111842.0,12.691883,54.630667,0,0
01/03/2011 00:00:03,220345000.0,10.024768,58.08622,2.6,245.1
01/03/2011 00:00:03,219007698.0,10.924117,56.409607,0.0,0.0
01/03/2011 00:00:03,235076416.0,10.530387,55.467868,0.0,38.0
01/03/2011 00:00:03,331102000.0,10.546823,57.441573,0.0,285.4
01/03/2011 00:00:03,211298120.0,8.576597,54.692823,0.0,294.3
01/03/2011 00:00:03,219000852.0,14.687862,55.098913,0.1,291.4
01/03/2011 00:00:03,219592000.0,11.381655,57.752155,16.9,342.0
01/03/2011 00:00:03,238199000.0,10.8885,54.636833,12.2,298.0
01/03/2011 00:00:03,309985000.0,9.451003,58.135607,9.4,213.9
01/03/2011 00:00:03,992191503.0,5.107282,55.478917,0,0
01/03/2011 00:00:03,244073000.0,12.042353,54.410753,11.8,89.8
01/03/2011 00:00:03,219005954.0,10.5867,57.718233,0.0,0.0
01/03/2011 00:00:03,308739000.0,12.284417,54.541383,11.4,13.0
01/03/2011 00:00:03,304010515.0,10.580168,54.570007,14.7,246.0
01/03/2011 00:00:03,219012073.0,181.0,91.0,0,0
01/03/2011 00:00:03,219000892.0,11.3596,54.915767,0.2,320.9
01/03/2011 00:00:03,259769000.0,13.057022,54.819612,14.0,70.5
01/03/2011 00:00:03,231695000.0,4.4335,56.1015,12.2,59.0
01/03/2011 00:00:03,220356000.0,10.663632,55.449328,0.0,170.2
01/03/2011 00:00:03,257689000.0,12.236075,54.456735,14.8,29.0
01/03/2011 00:00:03,211226860.0,7.386342,55.260368,15.6,248.2
01/03/2011 00:00:03,245739000.0,10.229813,54.446093,12.1,207.4
01/03/2011 00:00:03,265615860.0,13.058615,55.675683,0.0,329.7
01/03/2011 00:00:03,219000613.0,11.134575,55.333315,0.1,299.6
01/03/2011 00:00:03,219012671.0,15.135433,55.060233,0.0,331.3
01/03/2011 00:00:03,265463000.0,12.263947,54.53951,11.9,21.8
01/03/2011 00:00:03,219014012.0,8.422017,55.472597,0.0,194.4
01/03/2011 00:00:03,219014161.0,8.123553,56.004128,0.0,278.8
01/03/2011 00:00:03,209273000.0,7.756283,56.621802,11.0,34.0
01/03/2011 00:00:03,277382000.0,9.449,57.471667,10.1,237.0
01/03/2011 00:00:03,218176000.0,7.3666,55.544567,8.1,204.0
01/03/2011 00:00:03,235075191.0,13.1827,54.7901,13.2,270.0
01/03/2011 00:00:03,259769000.0,13.057022,54.819612,14.0,70.5
01/03/2011 00:00:03,231565000.0,10.55335,57.438028,0.1,192.3
01/03/2011 00:00:03,221219001.0,181.0,91.0,0,0
01/03/2011 00:00:03,265548360.0,12.785567,55.799448,11.8,329.6
01/03/2011 00:00:03,219001149.0,12.308883,56.127612,0.0,308.9
01/03/2011 00:00:03,219000674.0,10.521748,54.856665,0.0,150.0
01/03/2011 00:00:03,211190000.0,11.279955,54.587152,14.8,203.0
01/03/2011 00:00:03,311007200.0,14.135123,54.344428,15.4,339.8
01/03/2011 00:00:03,219001299.0,8.421517,55.473133,0.0,0.0
01/03/2011 00:00:03,219197000.0,7.72705,55.051467,7.2,35.0
01/03/2011 00:00:03,219007333.0,14.93125,54.700317,0.5,333.2
01/03/2011 00:00:03,219000872.0,10.304615,56.990923,0.1,289.2
01/03/2011 00:00:03,376532000.0,10.044353,57.057105,0.0,287.2
01/03/2011 00:00:03,992191019.0,11.022513,55.363552,0,0
01/03/2011 00:00:03,219762000.0,7.652717,57.542983,2.1,75.0
01/03/2011 00:00:03,219001647.0,10.053292,55.822213,0.0,337.2
01/03/2011 00:00:03,219005867.0,10.588148,57.717862,0.0,298.6
